id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,seafood_yn,translatedText
27901,"Half broiled spring chicken, with bacon",NA,2,2,1900,1900,0,0,0,"Half broiled spring chicken, with bacon"
27902,Romain Punch,NA,2,2,1898,1900,0.3,0.3,0,Romain Punch
27903,"Squabs, Braise, Montmorency",NA,1,1,1900,1900,0.75,0.75,0,"Squabs, Embers, Montmorency"
27904,Lemp's St. Louise (Brewery Bottling) Dark,NA,1,1,1901,1901,0.2,0.2,0,Lemp's St. Louise (Brewery Bottling) Dark
27905,Woodmansten Inn Sherbet,NA,1,1,1900,1900,0.3,0.3,0,Woodmansten Inn Sherbet
27906,Peaches Conde,NA,4,4,1900,1900,0,0,0,Peaches Conde
27907,Cornbeef Hash Green Peppers,NA,2,2,1900,1900,0.35,0.35,0,Cornbeef Hash Green Peppers
27908,"E. & J. Burke Ltd., Bass Ale",NA,4,4,1901,1901,0.3,0.3,0,"E. & J. Burke Ltd., Bass Ale"
27909,India Chutney Chili Sauce,NA,1,1,1900,1900,0,0,0,India Chutney Chili Sauce
27911,"E. & J. Burke Ltd., Guiness Stout",NA,4,4,1901,1901,0.3,0.3,0,"E. & J. Burke Ltd., Guiness Stout"
27912,Cromesquis a la Russe,NA,2,2,1900,1961,0.6,0.6,0,Russian style cromesquis
27913,Lavaret sur planche en bordure,NA,2,2,1900,1900,0.75,0.75,0,Lavaret on edge board
27914,Ginger Ale Cantrell & Cochranes,NA,3,3,1901,1901,0.25,0.25,0,Ginger Ale Cantrell & Cochranes
27915,Pilaf a la Turque,NA,1,1,1900,1900,0.4,0.75,0,Turkish Pilaf
27916,Lamb Chop and Bacon,NA,2,2,1900,1900,0,0,0,Lamb Chop and Bacon
27917,Sarsaparilla Cantrell & Cochranes,NA,2,2,1901,1901,0.25,0.25,0,Sarsaparilla Cantrell & Cochranes
27919,"Claret, Schoppen",NA,4,4,1900,1907,0.25,0.5,0,"Claret, Spades"
27920,Club Soda Cantrell & Cochranes,NA,3,3,1901,1901,0,0,0,Club Soda Cantrell & Cochranes
27921,Rice a l'Imperatrice,NA,8,8,1900,1933,0.4,1.5,0,Rice to the Empress
27922,Rolls and Cup of Cocoa,NA,2,2,1900,1900,0,0,0,Rolls and Cup of Cocoa
27923,"Rhine Wine, Schoppen",NA,3,3,1900,1900,0.25,0.4,0,"Rhine Wine, Spades"
27924,"Ginger Ale, Vartray",NA,6,6,1901,1901,0.2,0.2,0,"Ginger Ale, Vartray"
27925,Chicken Croquettes a la Reine,NA,4,4,1900,1910,0,0,0,Chicken Croquettes a la Reine
27926,"Moselle Wine, Schoppen",NA,3,3,1900,1901,0.25,0.3,0,"Moselle Wine, Spades"
27927,Ham Omlette,NA,3,3,1900,1906,0.3,0.35,0,Ham Omlette
27928,"Sarsaparilla, Vartray",NA,4,4,1901,1901,0.2,0.2,0,"Sarsaparilla, Vartray"
27931,Leg of Mutton Currant Jelly,NA,2,2,1900,1900,0,0,0,Leg of Mutton Currant Jelly
27933,"Seltzer, Vartray Syphon",NA,4,4,1901,1901,0.2,0.2,0,"Seltzer, Vartray Siphon"
27934,"Rhine Wine, Half Schoppen",NA,4,4,1900,1901,0.15,0.2,0,"Rhine Wine, Half Spades"
27936,Bouchee de Capucins,NA,1,1,1900,1900,1,1,0,Mouth of Capuchins
27937,"Claret, Half Schoppen",NA,6,6,1900,1907,0,0,0,"Claret, Half Spade"
27938,"Tea, Coffee, or Chocolate",NA,1,1,1900,1900,0,0,0,"Tea, Coffee, or Chocolate"
27939,To Order: Eggs a la Benedictine,NA,1,1,1900,1900,0.4,0.4,0,To Order: Eggs a la Benedictine
27940,"Benedictine Punch, Sugar Wafers",NA,1,1,1900,1900,0.15,0.15,0,"Benedictine Punch, Sugar Wafers"
27941,Dauphins de fletan Dieppoise,NA,1,1,1900,1900,0.75,0.75,0,Dieppoise halibut dolphins
27942,"Moselle Wine, Half Schoppen",NA,3,3,1900,1901,0.15,0.15,0,"Moselle Wine, Half Spades"
27943,"Apollinaris, Qts., Pints, Splits",NA,1,1,1901,1901,0,0,0,"Apollinaris, Qts., Pints, Splits"
27944,TERRAPIN a la Baltimore,NA,6,6,1897,1907,2,350,1,TERRAPIN a la Baltimore
27945,Hashed Chicken and Dropped Egg,NA,2,2,1900,1900,0,0,0,Hashed Chicken and Dropped Egg
27946,"American Wines, half Pints",NA,2,2,1900,1900,0,0,0,"American Wines, half Pints"
27947,"Johannis Lithia, Pints",NA,2,2,1901,1901,0.25,0.25,0,"Johannis Lithia, Pints"
27948,TERRAPIN a la Pabst,NA,1,1,1900,1900,2.25,2.25,1,TERRAPIN a la Pabst
27951,"Maryland style chicken, half",NA,1,1,1900,1900,0,0,0,"Maryland style chicken, half"
27952,"Pabst Milwaukee, Bottled Beer",NA,1,1,1900,1900,0.15,0.15,0,"Pabst Milwaukee, Bottled Beer"
27953,Sparkling Imperial Water Pts,NA,1,1,1900,1900,0.15,0.15,0,Sparkling Imperial Water Pts
27954,"Apenta (Aperient), Glass, Bottle",NA,1,1,1901,1901,0.1,0.4,0,"Apenta (Aperient), Glass, Bottle"
27955,"Maryland style chicken, whole",NA,1,1,1900,1900,0,0,0,"Maryland style chicken, whole"
27956,"Ribs of prime Beef, Yorkshire Pudding",NA,2,2,1900,1906,0.4,0.75,0,"Ribs of prime Beef, Yorkshire Pudding"
27959,Broiled Ham and 1 Fried Egg,NA,2,2,1900,1900,0,0,0,Broiled Ham and 1 Fried Egg
27962,G.H. Mumm's,NA,7,7,1866,1914,1.75,4.5,0,G.H. Mumm's
27963,Boiled Halibut Parsley Sauce,NA,3,3,1900,1901,0.3,0.3,1,Boiled Halibut Parsley Sauce
27965,Roast ham,NA,4,4,1900,1900,0,0,0,Roast ham
27966,Curaco,NA,5,5,1856,1901,0,0.25,0,Curaco
27967,"Haut Barsac, Pt.",NA,1,1,1900,1900,1,1,0,"Haut Barsac, Pt."
27970,"Spring Chicken, Giblet Sauce",NA,3,2,1891,1900,0.8,1.5,0,"Spring Chicken, Giblet Sauce"
27971,"Filets de bass, Normande",NA,2,2,1900,1900,0,0,1,"Bass fillets, Normande"
27972,"Haut Barsac, Qt.",NA,1,1,1900,1900,2,2,0,"Haut Barsac, Qt."
27973,2 Dropped Eggs,NA,2,2,1900,1900,0,0,0,2 Dropped Eggs
27974,"Spring Chicken, a LA Casserole",NA,1,1,1900,1900,1,1,0,"Spring Chicken, a LA Casserole"
27975,Orange Fritters a la African,NA,2,2,1900,1900,0,0,0,Orange Fritters a la African
27976,"Chablis, Pt.",NA,1,1,1900,1900,1,1,0,"Chablis, Pt."
27978,1 Fish Ball and Bacon,NA,2,2,1900,1900,0,0,1,1 Fish Ball and Bacon
27979,Stuffed Turkey with Chestnuts and Truffles,NA,1,1,1900,1900,0,0,0,Stuffed Turkey with Chestnuts and Truffles
27981,Supreme de Volaille,NA,5,5,1889,1976,0,0,0,Chicken Supreme
27982,"Chateau Yquem, Pt.",NA,1,1,1900,1900,1,1,0,"Chateau Yquem, Pt."
27983,"Grenouilles sautees, Poulette",NA,2,2,1900,1900,1,1,1,"Sauteed frogs, Chicken"
27985,Cold Game Pie,NA,3,3,1900,1918,0.75,0.8,0,Cold Game Pie
27987,"Chateau Yquem, Qt.",NA,1,1,1900,1900,2,2,0,"Chateau Yquem, Qt."
27989,Pinapple,NA,1,1,1900,1900,0,0,0,Pinapple
27990,"Haut Sauternes, Pt.",NA,1,1,1900,1900,0.75,0.75,0,"Haut Sauternes, Pt."
27991,with Creole Sauce,NA,1,1,1900,1900,0.75,0.75,0,with Creole Sauce
27992,"Haut Sauternes, Qt.",NA,1,1,1900,1900,1.5,1.5,0,"Haut Sauternes, Qt."
27994,Filets de boeuf pique aux tomates farcies,NA,2,2,1900,1900,0,0,0,Spicy beef fillets with stuffed tomatoes
27995,"Table Claret, our own bottling, Pt.",NA,1,1,1900,1900,0.25,0.25,0,"Table Claret, our own bottling, Pt."
27996,Imp Beers,NA,1,1,1900,1900,0,0,0,Imp Beers
27997,Philadelphia Squabs on Toast,NA,4,4,1888,1906,0.75,0.75,0,Philadelphia Squabs on Toast
27998,"Table Claret, our own bottling, Qt.",NA,1,1,1900,1900,0.5,0.5,0,"Table Claret, our own bottling, Qt."
28000,"Jambon glace aux choux, Flamande",NA,2,2,1900,1900,0,0,0,"Ham with cabbage ice cream, Flemish"
28001,"Zinfandel, Pt.",NA,1,1,1900,1900,0.4,0.4,0,"Zinfandel, Pt."
28002,au Kirsch,NA,1,1,1900,1900,0.4,0.4,0,au Kirsch
28003,Reed Birds en Brochette,NA,3,3,1900,1906,0.75,0.75,0,Reed Birds and Brochette
28004,"Omelette, Souffle",NA,5,5,1900,1916,0.6,1,0,"Omelet, Souffle"
28005,"Zinfandel, Qt.",NA,1,1,1900,1900,0.75,0.75,0,"Zinfandel, Qt."
28006,Cotes d'agneaus Anglaise Derby,NA,1,1,1900,1900,0,0,0,English lamb ribs derby
28007,"Blue-Points, half dozen",NA,5,5,1900,1918,0.15,0.2,1,"Blue-Points, half dozen"
28008,"Plum Pudding, Hard and Rum Sauce",NA,1,1,1900,1900,0,0,0,"Plum Pudding, Hard and Rum Sauce"
28009,"Broiled Spring Turkey, whole, half",NA,1,1,1900,1900,1.25,2.5,0,"Broiled Spring Turkey, whole, half"
28010,Gigot de mouton sauce aux capres,NA,1,1,1900,1900,0,0,0,Leg of mutton with caper sauce
28011,"Partridge, whole, half",NA,1,1,1900,1900,1,2,0,"Partridge, whole, half"
28012,"Oysters fried, dozen",NA,1,1,1900,1900,0.6,0.6,1,"Oysters fried, dozen"
28013,Bluefih,NA,2,2,1900,1900,0.4,0.4,1,Bluefish
28014,Chicken Broth paysanne,NA,3,3,1900,1910,0.2,0.2,0,Peasant Chicken Broth
28017,"Grouse, whole, half",NA,1,1,1900,1900,1,2,0,"Grouse, whole, half"
28019,""" extra large",NA,1,1,1900,1900,0.5,0.5,0,""" extra large"
28021,High Ball,NA,10,10,1901,1962,0.15,0.65,0,High Ball
28022,Seltzer and Lemon,NA,7,7,1901,1905,0,0,0,Seltzer and Lemon
28023,Fricasse of Veal Printanier,NA,2,2,1900,1900,0.35,0.35,0,Fricasse of Veal Spring
28024,Hotel Baltimore Salad,NA,1,1,1900,1900,0.4,0.4,0,Hotel Baltimore Salad
28025,""" Delmonico",NA,1,1,1900,1900,0.6,0.6,0,""" Delmonico"
28026,"Clams, Little-Necks, dozen",NA,1,1,1900,1900,0,0,1,"Clams, Little-Necks, dozen"
28029,Fresh Codfish in Cream,NA,2,2,1900,1900,0.3,0.3,1,Fresh Codfish in Cream
28030,Pure Golden Russet Cider,NA,3,3,1900,1900,0.25,0.5,0,Pure Golden Russet Cider
28034,Pick-up Codfish in Cream,NA,2,2,1900,1900,0.3,0.3,1,Pick-up Codfish in Cream
28036,Sirloin steak with French peas,NA,5,5,1889,1901,0,0,0,Sirloin steak with French peas
28037,Whiskey Fizz,NA,15,16,1900,1961,0.15,0.95,0,Whiskey Fizz
28038,Dressed Chicory,NA,2,2,1887,1900,0.25,0.3,0,Dressed Chicory
28041,Lake Superior Whitefish planked,NA,2,2,1900,1900,0.5,0.5,1,Lake Superior Whitefish planked
28042,Extra sirloin steak with bacon,NA,8,8,1900,1917,1.2,1.75,0,Extra sirloin steak with bacon
28043,Evans Old Ale Pts,NA,1,1,1900,1900,0.2,0.2,0,Evans Old Ale Pts
28044,"Pontet Canet, J. Calvet & Co",NA,4,4,1900,1900,0,0,0,"Pontet Canet, J. Calvet & Co"
28045,Extra sirloin steak with French peas,NA,2,2,1900,1900,1.35,1.35,0,Extra sirloin steak with French peas
28046,Small Pot Coffee or Tea,NA,2,2,1900,1900,0.1,0.1,0,Small Pot Coffee or Tea
28047,"Appollinaris, Splits, Pints, Quarts",NA,1,1,1901,1901,0.15,0.4,0,"Appollinaris, Splits, Pints, Quarts"
28049,Lake Superior Whitefish broiled,NA,2,2,1900,1900,0,0,1,Lake Superior Whitefish broiled
28050,"Steamed Raisin Pudding, Fruit Sauce",NA,1,1,1900,1900,0.15,0.15,0,"Steamed Raisin Pudding, Fruit Sauce"
28051,Lake Perch,NA,2,2,1900,1900,0.3,0.3,1,Lake Perch
28052,Noix de Veau aux épinards,NA,2,2,1900,1900,0,0,0,Veal with spinach
28053,Ice cream charlotte,NA,3,3,1899,1900,0.35,0.4,0,Ice cream charlotte
28054,"Ice cream meringue,",NA,1,1,1900,1900,0,0,0,"Ice cream meringue,"
28055,"Liptons Ceylon Tea black or green small pot, large",NA,1,1,1901,1901,0.15,0.25,0,"Liptons Ceylon Tea black or green small pot, large"
28056,"Codfish Cakes, Cream sauce",NA,2,2,1900,1900,0.3,0.3,1,"Codfish Cakes, Cream sauce"
28057,Plombiere of chestnuts,NA,5,5,1900,1921,0.4,0.4,0,Plombiere of chestnuts
28058,Porterhouse steak with French peas,NA,2,2,1900,1900,0,0,0,Porterhouse steak with French peas
28059,Gloucester Salt Mackerel,NA,2,2,1900,1900,0.35,0.35,0,Gloucester Salt Mackerel
28060,Pineapple mousse,NA,5,5,1900,1919,0.3,0.4,0,Pineapple mousse
28061,Sorbets:- Kirsch,NA,1,1,1900,1900,0.4,0.4,0,Sorbets: - Kirsch
28063,"poulet Saute, Bordelaise",NA,3,3,1900,1958,1.5,1.5,0,"Saute chicken, Bordelaise"
28064,"Mutton chops, one",NA,2,2,1900,1900,0.3,0.3,0,"Mutton chops, one"
28065,Munchner-Kirsch,NA,1,1,1900,1900,0,0,0,Munchner-Kirsch
28066,Sorbets:- Maraschino,NA,1,1,1900,1900,0.4,0.4,0,Sorbets:- Maraschino
28067,AND TEA,NA,1,1,1900,1900,0,0,0,AND TEA
28068,"Mutton chops, two",NA,14,14,1900,1914,0.25,25,0,"Mutton chops, two"
28069,Manhattan and Martini Cocktails,NA,2,2,1900,1900,0,0,0,Manhattan and Martini Cocktails
28070,Breakfast Tenderloin Steak,NA,3,3,1899,1900,0,0,0,Breakfast Tenderloin Steak
28072,ris de veau Jardiniere,NA,1,1,1900,1900,0,0,0,sweetbread Jardiniere
28073,"Lamb chops, more than one, each",NA,2,2,1900,1900,0.2,0.2,0,"Lamb chops, more than one, each"
28074,Silurian Water (Waukesha),NA,4,4,1900,1900,0,0,0,Silurian Water (Waukesha)
28075,"Tenderloin Steak, Extra",NA,2,2,1900,1900,0.6,0.6,0,"Tenderloin Steak, Extra"
28076,Cotes de veaus piquees a la chicoree,NA,1,1,1900,1900,0.8,0.8,0,Chicory stitched ribs
28078,Roast Beef; extra thick,NA,1,1,1900,1900,0.45,0.45,0,Roast Beef; extra thick
28079,Soda Water (Delatour's),NA,4,4,1900,1900,0.25,0.25,0,Soda Water (Delatour's)
28080,Sliced Fresh Peaches,NA,9,9,1900,1945,0,0,0,Sliced Fresh Peaches
28082,Belfast Ginger Ale (Cantrell & Cochrane),NA,6,6,1900,1900,0.25,0.25,0,Belfast Ginger Ale (Cantrell & Cochrane)
28083,Boudins de gibier grilles puree de marrons,NA,1,1,1900,1900,1,1,0,Grilled game pudding puree of chestnuts
28087,"Olympia Beer (Capital Brewing Co., Olympia, Wash.)",NA,3,3,1900,1900,0,0,0,"Olympia Beer (Capital Brewing Co., Olympia, Wash.)"
28089,Extra Pale Beer (Minneapolis Brewing Co.),NA,4,4,1900,1900,0.25,0.4,0,Extra Pale Beer (Minneapolis Brewing Co.)
28090,Gigot de mouton,NA,3,3,1900,1962,0.5,0.5,0,Leg of lamb
28092,Porterhouse steak for one,NA,4,4,1900,1946,0.75,2,0,Porterhouse steak for one
28094,Hamm's Excelsior Beer (The Brewery's Own Bottling),NA,4,4,1900,1900,0,0,0,Hamm's Excelsior Beer (The Brewery's Own Bottling)
28095,Preserved Red Cherries,NA,3,3,1900,1915,0.2,0.25,0,Preserved Red Cherries
28099,"Agneau du printemps, sauce menthe",NA,2,2,1900,1900,0.8,0.8,0,"Spring lamb, mint sauce"
28100,Schlitz Beer,NA,71,72,1893,1976,0.15,1.5,0,Schlitz Beer
28101,Pabst Beer,NA,24,24,1899,1961,0.15,0.5,0,Pabst Beer
28102,"Broiled pork tenderloin, sauce Robert",NA,1,1,1900,1900,0.4,0.4,0,"Broiled pork tenderloin, sauce Robert"
28103,Bouef,NA,1,1,1900,1900,0.6,0.6,0,Bouef
28104,Guiness' Dublin Porter,NA,4,4,1900,1901,0,0,0,Guiness' Dublin Porter
28105,Bass' Pale Ale,NA,18,18,1883,1914,0.25,0.5,0,Bass' Pale Ale
28106,Poulet de Philadelphi,NA,1,1,1900,1900,1,2,0,Philadelphi Chicken
28107,De Kuyper Gin,NA,4,4,1900,1900,0.2,0.2,0,De Kuyper Gin
28108,Old Scotch Whisky,NA,7,7,1881,1955,0,2.5,0,Old Scotch Whisky
28109,Poulet de serre grille,NA,2,2,1900,1900,0,0,0,Grilled greenhouse chicken
28110,Gallantine de dinde aux truffes,NA,1,1,1900,1900,75,75,0,Turkey gallantine with truffles
28111,Old Sour Mash Whisky,NA,4,4,1884,1900,0.2,0.2,0,Old Sour Mash Whisky
28112,Amontillado Sherry (very fine),NA,4,4,1900,1900,0.25,0.25,0,Amontillado Sherry (very fine)
28113,Demi chapon de Philadelphie grille,NA,2,2,1900,1900,0,0,0,Half grilled Philadelphia capon
28114,James Hennessey & Co. Cognac ***,NA,2,2,1900,1900,0.4,0.4,0,James Hennessey & Co. Cognac ***
28115,Chicken Croquettes Bachanel,NA,1,1,1900,1900,0.4,0.4,0,Chicken Croquettes Bachanel
28116,"Dinde, sauce airelles",NA,1,1,1900,1900,0.85,0.85,0,"Turkey, cranberry sauce"
28117,Pigeonneau de Philadelphie,NA,2,2,1900,1900,0,0,0,Philadelphia Squab
28119,Zinfandel (California),NA,6,6,1900,1901,0.25,0.5,0,Zinfandel (California)
28121,Canneton,NA,22,22,1900,1918,1.25,3.5,0,Canneton
28122,Burgundy Reserve Stock (California),NA,4,4,1900,1900,0.6,1,0,Burgundy Reserve Stock (California)
28123,Demi dindonneau grille,NA,2,2,1900,1900,0,0,0,Grilled half turkey
28126,Broiled ham and egg,NA,3,3,1900,1937,0,0.9,0,Broiled ham and egg
28128,"Chateau la Rose, Cruse & Fils Freres",NA,5,5,1899,1900,0,0,0,"Chateau la Rose, Cruse & Fils Freres"
28129,"Sauterne, Cruse & Fils Freres",NA,11,11,1883,1905,0.6,1.5,0,"Sauterne, Cruse & Fils Freres"
28130,Apple or Lemon Meringue Pie,NA,2,3,1900,1946,0.1,0.2,0,Apple or Lemon Meringue Pie
28131,"Latour Blanche, Cruse & Fils Freres",NA,7,7,1900,1901,1.5,2.5,0,"Latour Blanche, Cruse & Fils Freres"
28132,Dinner Biscuits,NA,3,3,1899,1910,0,0,0,Dinner Biscuits
28133,Roast beef hash with one Poached Egg,NA,1,1,1900,1900,0.5,0.5,0,Roast beef hash with one Poached Egg
28134,Eclipse (a very fine and strictly pure Cal. Champagne),NA,4,4,1900,1900,0,0,0,Eclipse (a very fine and strictly pure Cal. Champagne)
28135,Tomates,NA,47,46,1880,1972,0,35,0,Tomatoes
28136,Beignets de mais frais,NA,2,2,1900,1900,0.6,0.6,0,Fresh corn fritters
28137,Roast Beef Hash with two Poached Eggs,NA,2,2,1900,1900,0.6,7.25,0,Roast Beef Hash with two Poached Eggs
28138,Bowl of milk and bread,NA,2,2,1900,1900,0.2,0.2,0,Bowl of milk and bread
28140,"Oysters, Baltimore Fry",NA,10,10,1900,1914,0.35,0.5,1,"Oysters, Baltimore Fry"
28141,"Minced Razor Clams, in Chaffing Dish",NA,1,1,1900,1900,0,0,1,"Minced Razor Clams, in Chaffing Dish"
28142,Oignons bouillis,NA,2,2,1900,1900,0.25,0.25,0,Boiled onions
28143,"Oysters, Baltimore Broil",NA,23,23,1889,1919,0.3,0.55,1,"Oysters, Baltimore Broil"
28144,Pig,NA,3,3,1851,1900,NA,NA,0,Pig
28145,Bowl of half and half with bread,NA,4,4,1900,1953,0.2,0.35,0,Bowl of half and half with bread
28146,Pois nouveaux,NA,12,12,1891,1937,0,0.6,0,New peas
28147,Bowl of half and half with crackers,NA,5,5,1900,1953,0,0,0,Bowl of half and half with crackers
28148,"Oysters, New York Counts",NA,1,1,1900,1900,0.4,0.4,1,"Oysters, New York Counts"
28150,Tomates sautees,NA,28,28,1899,1965,0,0.6,0,Tomates sautees
28151,Diplomate pouding (froid) sauce marasquin,NA,1,1,1900,1900,0.25,0.25,0,Diplomate pudding (cold) maraschino sauce
28152,"Heidsieck & Co., Dry Monopole, Extra",NA,4,4,1900,1900,0,0,0,"Heidsieck & Co., Dry Monopole, Extra"
28153,Fried Soft Clams & Bacon,NA,2,2,1900,1900,0.4,0.4,1,Fried Soft Clams & Bacon
28154,Bowl of half and half with bread or crackers,NA,1,1,1900,1900,0.25,0.25,0,Bowl of half and half with bread or crackers
28155,Succotash frais,NA,2,2,1900,1900,0.5,0.5,0,Fresh succotash
28156,Key West and Imported Cigar,NA,1,1,1900,1900,0,0,0,Key West and Imported Cigar
28157,"Pouding tapioca, sauce creme vanille",NA,2,2,1900,1900,0,0,0,"Tapioca pudding, vanilla cream sauce"
28158,Piments verts farcis,NA,27,27,1897,1914,0.35,0.6,0,Stuffed green peppers
28159,Iced Coffee or Tea,NA,21,22,1900,1972,0.1,0.35,0,Iced Coffee or Tea
28160,Piments doux sautes,NA,5,5,1900,1900,0,0,0,Sweet chili peppers
28161,"fresh codfish, hollandaise",NA,2,2,1900,1900,0.3,0.5,1,"fresh codfish, hollandaise"
28162,Pommes douces frites,NA,2,2,1900,1900,0.3,0.3,0,Sweet fries
28163,Short cake aux peches,NA,2,2,1900,1900,0.5,0.5,0,Peach short cake
28164,"Iced Cream, per Glass",NA,2,2,1900,1900,0,0,0,"Iced Cream, per Glass"
28165,Pommes bouillies,NA,3,3,1900,1905,0.2,0.2,0,Boiled apples
28166,Iced Milk per glass,NA,2,2,1900,1900,0.05,0.05,0,Iced Milk per glass
28167,"Gombo, Hollandaise",NA,2,2,1900,1900,0.6,0.6,0,"Okra, Dutch"
28172,PASTRY AND DESSERT.,NA,1,1,1900,1900,0,0,0,PASTRY AND DESSERT.
28173,LUNCH 12 TO 2,NA,1,1,1901,1901,0,0,0,LUNCH 12 TO 2
28174,DINNER 6 to 8,NA,1,1,1901,1901,0,0,0,DINNER 6 to 8
28176,Dishes not on this bill can be ordered at cafe prices,NA,1,1,1901,1901,0,0,0,Dishes not on this bill can be ordered at cafe prices
28177,BAKED COCOANUT PUDDING. WINE SAUCE,NA,1,1,1900,1900,0,0,0,BAKED COCOANUT PUDDING. WINE SAUCE
28178,Pate d'Anchois,NA,1,1,1900,1900,40,40,1,Anchovy Pate
28181,Pate de Hareng,NA,1,1,1900,1900,0.4,0.4,0,Herring paste
28182,CHICKEN SANDWICH WITH LETTUCE,NA,2,2,1900,1917,0.15,0.15,0,CHICKEN SANDWICH WITH LETTUCE
28183,Batailley,NA,11,11,1865,1914,0,4,0,Batailley
28184,Salt Pickles,NA,6,6,1900,1910,0.1,0.1,0,Salt Pickles
28186,"Chateau Larose, J. Calvet & Co",NA,1,1,1900,1900,1.25,2.5,0,"Chateau Larose, J. Calvet & Co"
28187,ARLES SAUSAGE,NA,9,9,1899,1972,0,0,0,ARLES SAUSAGE
28188,Gelee au marasquin,NA,4,4,1880,1900,0,0,0,Maraschino jelly
28189,"Margeaux, Brandenburg Freres",NA,1,1,1900,1900,1,2,0,"Margeaux, Brandenburg Freres"
28190,PICKLED HONEYCOMB TRIPE,NA,1,1,1900,1900,0,0,0,PICKLED HONEYCOMB TRIPE
28191,Coupe de gelee au Cognac,NA,2,2,1900,1900,0.25,0.25,0,Cup of jelly with Cognac
28195,Tartes aux mures,NA,2,2,1900,1900,0.25,0.25,0,Blackberry pies
28197,Merlans Frit Sauce Tomate,NA,1,1,1900,1900,0.5,0.5,0,Merlans Frit Sauce Tomato
28198,Geyser,NA,1,1,1881,1881,0.3,0.3,0,Geyser
28199,Gateau Pralines,NA,4,4,1900,1900,0.25,0.25,0,Praline Cake
28200,"Merlans Frit Sauce Tomate, half",NA,1,1,1900,1900,0,0,0,"Merlans Frit Sauce Tomato, half"
28202,FRUITS AND DESSERT,NA,1,1,1897,1897,NA,NA,0,FRUITS AND DESSERT
28203,Moules Bercy,NA,1,1,1900,1900,0.05,0.05,0,Bercy mussels
28204,SPICED NORWEGIAN SARDINES,NA,1,1,1900,1900,0,0,1,SPICED NORWEGIAN SARDINES
28205,Mousse Hoffman,NA,3,3,1900,1900,0.3,0.3,0,Mousse Hoffman
28207,Carrelet Frit,NA,1,1,1900,1900,0.5,0.5,0,Carrelet Frit
28208,Carrelet Grille,NA,1,1,1900,1900,0,0,0,Carrelet Grille
28210,FONCY MACAROONS,NA,1,1,1900,1900,0,0,0,FONCY MACAROONS
28212,Blanc-mange a la orange,NA,1,1,1900,1900,0.25,0.25,0,Blanc-mange a la orange
28213,"Eperlans, Polonaise, half",NA,1,1,1900,1900,0.3,0.3,0,"Smelt, Polish, half"
28217,SPICED PIGS FEET,NA,1,1,1900,1900,0,0,0,SPICED PIGS FEET
28218,"Cuisse de Crabe, Mayonnaise",NA,3,3,1900,1900,0,0,1,"Crab Leg, Mayonnaise"
28219,Chouxfleurs,NA,3,3,1900,1921,0.6,0.75,0,Cauliflower
28220,"Cuisse de Crabe, Mayonnaise, half",NA,1,1,1900,1900,0.3,0.3,1,"Crab Leg, Mayonnaise, half"
28221,Haricots Lima,NA,14,14,1900,1918,0.4,0.7,0,Haricots Lima
28223,Lythia Sprudal Carbod,NA,1,1,1900,1900,0,0,0,Lythia Sprudal Carbod
28224,"Roast Beef, Pot. Salad",NA,2,2,1900,1900,0.35,0.35,0,"Roast Beef, Pot. Salad"
28225,"Morue Fraiche, Hollandaise, half",NA,1,1,1900,1900,0.3,0.3,1,"Cod Fresh, Dutch, half"
28226,Braunebeger,NA,1,1,1900,1900,0.75,1.5,0,Braunebeger
28228,""" Turkey",NA,2,2,1900,1900,0.5,0.5,0,""" Turkey"
28230,Pois de Maryland,NA,2,2,1900,1900,0.4,0.4,0,Well from Maryland
28232,Pois francais,NA,3,3,1900,1905,0.5,0.5,0,French peas
28234,Fricasee de Poulet au Celeri,NA,1,1,1900,1900,0,0,0,Celery Chicken Fricasee
28237,"Filet Mignon, Cheron, half",NA,1,1,1900,1900,0.6,0.6,0,"Filet Mignon, Cheron, half"
28238,"Fidelio N.Y., Koehler's",NA,2,2,1900,1900,0.1,0.1,0,"Fidelio N.Y., Koehler's"
28240,Omelette ham,NA,4,4,1900,1947,0,0.4,0,Omelette him
28241,"Ale, Porter Etc",NA,1,1,1900,1900,0,0,0,"Ale, Porter Etc"
28242,"Coquille de Homard, Mornay",NA,1,1,1900,1900,0,0,1,"Lobster shell, Mornay"
28243,Spaghetti Napolitaine,NA,28,31,1900,1961,0,25,0,Neapolitan spaghetti
28244,Omelette cheese,NA,3,3,1900,1941,0.3,0.65,0,Omelette cheese
28246,"Liver, Strasburg",NA,1,1,1900,1900,0.4,0.6,0,"Liver, Strasburg"
28247,Aubergine frite ou grillee,NA,1,1,1900,1900,0.3,0.3,0,Fried or grilled eggplant
28248,Omelette tomatoes,NA,2,2,1900,1900,0,0,0,Omelette tomatoes
28250,"Roast Lamb, Pot. Salad",NA,2,2,1900,1900,0.35,0.35,0,"Roast Lamb, Pot. Salad"
28251,Betteraves,NA,26,26,1897,1955,0,25,0,Beets
28252,CRUMPETS,NA,23,26,1887,1937,0,0.2,0,CRUMPETS
28254,Artichauts frais,NA,2,2,1900,1900,0.6,0.6,0,Fresh artichokes
28255,OATMEAL MUSH,NA,9,9,1900,1907,0.15,0.15,0,OATMEAL MUSH
28256,Grape Nut,NA,10,10,1901,1914,NA,NA,0,Grape Nut
